text,setiment
getti imagesindia year bond yield declin per cent trade rang share srf ltd trade per cent rs ist tuesday even bse benchmark sensex drop point stock settl rs previou session stock quot week high price rs week low rs respect per bse data total trade volum counter till ist stood share turnov rs crore prevail price share compani trade time trail month earn per share rs per share time price book valu bse data show etmarket smart talk india invest landscap wider em despit premium valuat piyush sharma higher p e ratio show investor will pay higher share price today growth expect futur price book valu indic inher valu compani reflect price investor readi pay even growth busi stock beta valu measur volatil relat broader market stood sharehold detail promot held per cent stake compani mar fii own per cent dii per cent technic technic chart rel strength index rsi stock stood rsi oscil zero tradit consid overbought condit rsi valu oversold condit chartist say rsi seen isol may suffici take trade call way fundament analyst cannot give buy sell recommend use singl valuat rati,negative
getti imagesmacd known signal trend revers trade secur indic differ day day exponenti move averag new delhi nifti bank index close neg note tuesday share bank baroda per cent axi bank per cent feder bank per cent punjab nation bank per cent state bank india per cent end day top gainer pack hand bandhan bank per cent kotak mahindra bank per cent icici bank per cent indusind bank per cent hdfc bank per cent finish top loser day nifti bank index close per cent benchmark nse nifti index end point bse sensex stood point among stock nifti index end green close red share zomato ltd vodafon idea ongc suzlon energi sail among trade share nse share de nora india vadil ind axita cotton maharashtra seam priti intern hit fresh week high today trade electrotherm sona hi sona jewel chambal fertilis vaxtex cotfab gtl infra hit fresh week low,negative
agenciesindia total steel capac million tonn includ semifinish steel local consumpt million tonn etintellig group india top steel compani expect take hit profit increas export duti domest steel price fallen sinc duti increas late last month may correct say analyst even though manufactur guid limit impact event fact sinc begin ongo fiscal year april domest steel price come year ago level howev raw materi price remain elev would weigh perform steelmak tata steel jsw steel jindal steel sail much fall domest price link duti hike intern steel price chines fob price sinc april steel price current around tonn compar june last year period price key raw materi coke coal iron ore increas respect could lead sharp reduct profit steel manufactur fy give perspect ebitda tonn march quarter tata steel india jsw steel jsp sail lower respect peak quarter end june tata steel impact least own iron ore mine come quarter could see deterior perform analyst say like fall export due higher duti would offset local consumpt domest market cannot absorb excess capac creat year agenc india total steel capac million tonn includ semifinish steel local consumpt million tonn capac increas close past year consumpt increas littl fy india export mt mt includ semifinish steel close mt flat cold roll valu ad product compani said record continu export valu ad product cost profit cannot stop busi client develop year remain mt mt includ semifinish steel rout domest market lead higher local suppli thu lower realis earn steel compani sensit extern factor past compani seen go highli profit loss make less year develop past week left analyst downgrad earn estim sector estim earn fy top four player expect significantli lower less half compar fy howev valuat remain higher side investor may better avoid stock,negative
apwhil interest rate hike get press equal big problem bull valuat year price appreci leav equiti fix incom noseble altitud rel cash flow econom cycl advanc point valuat may final matter stock bond investor fortress like refus bend better part decad asset class come pressur thank ever stiffen resolv central bank restor order global economi p drop five last six day yield year treasuri note set break streak seven straight increas interest rate hike get press equal big problem bull valuat year price appreci leav equiti fix incom noseble altitud rel cash flow novel way measur bloat proffer note jonestrad ad togeth p earn yield interest rate year treasuri combin total yield firm call revers fed model stand today even runup bond rate lower time sinc data began wors incom asset dwindl due inflat consum price increas run first time six decad combin asset yield sat inflat rate bloomberg histor investor dilig repric stock bond ensur reward take ad risk michael rourk chief market strategist jonestrad said interview market believ fed blink first sign asset price weak two major financi asset richli price conceiv creat troubl investor endur worst quarter decad go breadth loss across market stock bond fallen year rare concert selloff feder reserv turn hawkish embark expect aggress rate hike cycl sinc p earn yield higher cheaper reciproc wide follow price earn ratio sport one lowest read decad rate year treasuri despit reach three year high monday offer less half done histor stock look expens well base metric roughli member russel index trade time revenu proport exceed even dot com era accord data compil stratega secur bloomberg true share price mani high flyer dramat could room declin said ryan grabinski strategist stratega one wonder much investor will pay specul name cost capit longer free mention mani compani produc zero profit often requir addit capit fund busi revers fed model rourk jonestrad adapt framework accord juli report central bank compar rel valu stock bond identifi attract asset eye rourk asset price bubbl inflat unpreced period fed monetari support prove point sum yield treasuri stock show littl investor get nowaday rel histori,negative
getti imagesindia year bond yield rose per cent trade rang share feder bank ltd slip per cent rs tuesday trade pm ist hit high rs low rs session stock quot week high price rs low rs return equiti stock stood per cent share chang hand counter far stock beta valu measur volatil relat broader market stood etmarket smart talk srikanth subramanian decod factor could derail momentum st scrip outperform per cent past one year comparison per cent gain sensex technic technic chart day move averag dma stock stood rs april dma rs stock trade well dma dma usual mean immedi trend upward hand stock trade well dma dma consid bearish trend trade averag suggest stock go either way promot fii hold promot held per cent stake feder bank ltd dec mutual fund foreign institut investor held per cent per cent stake,negative
getti imagesindia year bond yield fell per cent trade rangenew delhi fertilis share close lower tuesday session agro pho coromandel intern fertil chemic tranvancor rashtriya chemic fertil stood among top gainer khaitan chemic fertil sikko industri mangalor chemic fertil krishana southern petrochem industri zuariagro gujarat narmada valley fertil g f c deepak fertil petrochem nation fertil among top loser day nse nifti index end point share bse sensex close point dr reddi laboratori kotak mahindra bank hdfc hdfc bank nestl india power grid corpor india tata motor mahindra mahindra hero motocorp relianc industri stood among top gainer nifti pack hand divi laboratori tech mahindra grasim industri hindalco industri hindustan unilev oil natur ga corpor asian paint hcl technolog apollo hospit enterpris ntpc close red,negative
reutersuk share fell lowest level three week monday data show britain economi unexpectedli shrank april ad worri slowdown growth ahead bank england polici meet week blue chip ftse index dip domest focuss mid cap ftse index declin touch lowest level sinc may gross domest product gdp contract march three month april gdp slow sharpli growth three month march offici data show economist poll reuter averag forecast british economi would grow april march februari april period bank england boe expect rais interest rate basi point battl red hot inflat boe opt bigger hike stoke recess fear oil major bp plc shell plc slip respect industri miner shed commod price slid concern around demand due rise china covid case sluggish global econom growth,negative
shutterstock comindia year bond yield jump per cent trade rang share dlf ltd trade rs bse pm ist tuesday per cent previou close stock quot week low price rs high rs earlier stock saw gap open morn etmarket smart talk india invest landscap wider em despit premium valuat piyush sharma total lakh share chang hand counter till pm ist stock dlf ltd command market valu rs crore stock trade price earn p e multipl price book valu ratio stood return equiti roe per cent accord exchang data bse pack stock trade green stock red promotor hold promot held per cent dlf ltd mar oversea domest institut investor own per cent per cent respectivel,negative
agenciesmazhar mohammad chartviewindia said technic indic turn mix weekli macd chart gener buy signal give edg bull share page industri ltd trade rs bse ist tuesday per cent previou close stock quot week low price rs high rs earlier stock saw gap open morn etmarket smart talk srikanth subramanian decod factor could derail momentum st total lakh share chang hand counter till ist stock page industri ltd command market valu rs crore accord bse stock trade price earn p e multipl price book valu ratio stood return equiti roe per cent accord exchang data bse pack stock trade green stock red stock beta valu measur volatil relat broader market stood promotor fii hold promot held per cent page industri ltd mar foreign domest institut investor own per cent per cent respect move averag dma stock stood may dma stock trade dma dma usual mean immedi trend upward hand stock trade dma dma consid bearish trend trade dma dma suggest stock go either wa,negative
shutterstock comagarw said global economi show clear sign recoveri second wave covid eb india total activ case less per cent may high share avenu supermart ltd trade rs bse pm ist friday per cent stock quot week low price rs high rs earlier day stock saw gap open prevail price stock trade time trail month ep rs per share time book valu per bse data etmarket smart talk srikanth subramanian decod factor could derail momentum st total share chang hand counter till pm ist stock command market valu rs crore part supermarket industri scrip outperform per cent past one year comparison per cent fall sensex day stock move rs rs promot fii hold promot held per cent compani mar fii mf ownership avenu supermart ltd stood per cent per cent respect,negative
agenciesth secur exchang board india sebi sought comment public consult paper till march sebi thursday bar f finserv f commod four person secur market five year case pertain mi utilis client fund secur addit ask refund investor money along interest apart f finserv f commod ban sebi pankaj goel meenu goel deepak goel ruchika goel order sebi observ f finserv f commod connect basi regist offic common promot director pankaj goel meenu goel deepak ruchika former director f finserv observ inform data gather time inspect unequivoc bring light variou flagrant laps notic way f finserv f commod oper broke oper manag client fund secur violat commit f finserv f commod undoubtedli grave natur carri consider period time almost year sebi whole time member k mohanti said order accord sebi f finserv fail duti correctli report margin collect client exchang settl fund aggreg rs crore client trade period januari march fail redress investor grievanc f commod visibl aid abet f finserv misutilis client fund secur exchang board india sebi found addit f finserv transfer fund one client promot director per conveni without pay heed oblig maintain separ account client proprietari account also indulg activ wherein secur receiv one client notic transfer stock broker anoth client regul note f finserv pledg secur belong client lender ad accordingli regul said notice f finserv f commod pankaj goel meenu goel deepak goel ruchika goel herebi restrain access secur market manner also prohibit buy sell otherwis deal secur market directli indirectli manner whatsoev manner period year,negative
agenc new sebi rule clear broker want fund client money anoth client money said ceo lead broke firm relatedtrad global stock gift ifsc win win propositionmung say retail trade firm robinhood get comeuppancetrad guid identifi low risk trade strategi mumbai cost fund trader broker set shoot secur exchang board india tighter margin rule set kick may trader must bring least futur option margin requir cash start monday broker cannot use cash one client anoth margin requir fulfil margin requir stock exchang move expect drive capit requir broker could make expens trader till broker allow trade client use pledg share collater initi trade though client alway requir bring total collater cash broker never enforc exchang clear corpor recogn margin requir broker level allow firm use cash one client make defici other margin pool regul felt arrang allow use idl cash one client make short fall other despit take share collater pose system risk prompt tighten rule monday clear corpor must maintain separ margin account everi client broker make necessari client bring cash collater initi trade mean margin requir trade rs lakh must bring rs broker howev fund cash collater requir client need bring capit new sebi rule clear broker want fund client money anoth client money said chief execut lead broke firm want identifi stori trade global stock gift ifsc win win propositionmung say retail trade firm robinhood get comeuppancetrad guid identifi low risk trade strategi back recommend storiesi want see stori becausethey relev methey disrupt read flowotherssubmit broke offici said race basi firm abl offer better fund larger client broker charg interest fund cash collater essenti rais cost trade said b gopkumar md ceo axi secur axi charg interest cash margin said zerodha countri largest broker said websit would charg per day per annum shortfal cash margin requir variou larg brokerag believ inform client charg interest cash margin met top broke execut said rule could forc firm cough capit servic client top offici anoth bank own broke firm said cost capit broker could go would intensifi battl market share ultra competit domest broke industri work low brokerag rate wafer thin margin rule big boost transpar level industri squeez smaller broker said gopkumar smaller broke firm may howev tempt stick old margin rule bit longer penalti compli new rule impos juli said industri offici,negative
reuterson immedi basi level would major hurdl new delhi nifti bank index trade posit around ist monday weak market icici bank per cent axi bank per cent bandhan bank per cent au small financ bank per cent bank baroda per cent among top gainer idfcbank per cent indusind bank per cent feder bank per cent kotak mahindra bank per cent punjab nation bank per cent top loser index nifti bank index per cent time write report benchmark nse nifti index point bse sensex point among stock nifti index trade green red share vodafon idea shree ren sug ye bank sail suzlon energi among trade share nse share gokul refoil de nora india rajshre sugar marathon nextgen zee media corp hit fresh week high today trade futurelifestylefash futur suppli chain futur consum futur market jeena sikho lifecar ltd hit fresh week low trad,negative
getti imageseuropean share slip third straight session wednesday anxieti elev inflat potenti impact upcom earn season dampen mood pan european stoxx index fell retail travel leisur stock offset gain oil ga mine share investor worri rise interest rate respons gallop inflat roil global market uk ftse struggl british inflat hit year high last month wall street main index gave earli gain close lower previou session u consum price march rose four decad high meanwhil earn updat drove swing individu stock britain biggest retail tesco drop warn profit like fall current year due tough econom condit stoxx recov sharp loss march index trade tight rang ahead first quarter earn season wall street bank jpmorgan chase co report earn later day surpris see margin contract q prove temporari long inflat peak said andrea cicion head strategi ts lombard much import surpris get q go forward guidanc set tone market analyst expect profit stoxx compani rise first quarter per refinitiv data seen start april start year energi basic materi industri compani expect biggest profit driver quarter technolog expect lag french luxuri good maker lvmh rose robust demand loui vuitton dior product boost first quarter sale group continu rais price fashion label reason reflect cost busi execut said expect lvmh continu better peer thank lead brand strong price power signific scale advantag equita analyst said note overal global market paus back inflat number fear prolong war ukrain russian presid vladimir putin said peac talk ukrain hit dead end telecom italia tim gain report french telecom group iliad interest make offer tim domest consum servic busi report sruthi shankar bengaluru edit arun koyyur,negative
analyst see continu pose immedi resist new delhi nifti pharma index close neg note monday share stride pharma scienc per cent gland pharma per cent natco pharma per cent zydu lifesci per cent granul india per cent end day top gainer pack hand aurobindo pharma per cent biocon per cent lupin per cent divi laboratori per cent pfizer per cent finish top loser day nifti pharma index close per cent benchmark nse nifti index end point bse sensex stood point among stock nifti index end green close red share vodafon idea ambuja cement ye bank bank baroda zomato ltd among trade share nse share blue chip india gss infotech raj rayon zenith birla avro india hit fresh week high today trade gayatri highway heranba industri ltd mahamaya steel thyrocar tech honeywel hit fresh week low,negative
getti imagesindia year bond yield fell per cent trade rangenew delhi solara activ pharma futur market zee learn innov tyre iri busi servic other among stock touch week low today trade domest benchmark index nse nifti end point bse sensex close point hand kritika wire rubi mill gokalda export vadil ind de nora india stock hit fresh week high today nifti index indusind bank coal india ltd tata steel power grid hdfc among top gainer nse today trade meanwhil apollo hospit eicher motor titan compani bajaj auto wipro among top loser day,negative
agenciesth rate hike plan outlin central bank home abroad curb inflat taken toll equiti market dampen growth prospect lead tighter financi condit new delhi protract war russia ukrain consequ surg global commod price may roil equiti market worldwid last month corpor india earn last quarter display strength rate hike plan outlin central bank home abroad curb inflat taken toll equiti market dampen growth prospect lead tighter financi condit far dow jone industri averag lost per cent even fall domest equiti steep us index sensex lost per cent period one intens volatil stock market corpor earn true baromet econom health hand quit resili nifti ep qfi come broadli expect line rs share per cent qoq yoy icici secur said accord brokerag pressur margin face manufactur busi along wage inflat sector offset earn outperform shown bank financi servic insur bfsi sector fourth quarter previou financi year bfsi sector enjoy better expect credit growth improv asset qualiti brokerag said et contributor across busi manag commentari januari march posit demand outlook midst improv econom activ aggress infrastructur spend outlay centr reviv privat capex cycl icici secur said note howev manag wari fresh escal input cost inflat could translat broader price hike slightli softer trajectori margin data releas trade hour tuesday show india gdp grew per cent fourth quarter fy accord economist nomura moder gdp growth fourth quarter primarili account statist base effect sequenti momentum remain strong per cent quarter quarter versu per cent octob decemb suggest annualis momentum per cent believ present market volatil offer attract opportun build long term portfolio qualiti compani lean balanc sheet capit effici growth longev icici secur said take account revis estim firm profit tax fourth quarter brokerag forward estim undergo major chang three year horizon end fy brokerag see nifti earn grow excess per cent compound annual growth rate period fy fy earn cagr peg around per cent roll valuat fye trim forward pe valuat multipl amid rise rate hike scenario valu nifti e x pe fye ep rs icici secur said et contributor singl digit downgrad visibl across sector offset upgrad index heavi bfsi domain brokerag said disclaim recommend suggest view opinion given expert repres view econom time,negative
shutterstock comindia year bond yield fell per cent trade rang share gail india ltd trade rs bse pm ist thursday per cent stock quot week low price rs high rs earlier day stock saw gap open prevail price stock trade time trail month ep rs per share time book valu per bse data etmarket smart talk india invest landscap wider em despit premium valuat piyush sharma total share chang hand counter till pm ist stock command market valu rs crore part ga distribut industri scrip outperform per cent past one year comparison per cent gain sensex day stock move rs rs promot fii hold promot held per cent compani mar fii mf ownership gail india ltd stood per cent per cent respectivel,negative
thinkstock photosnew delhi mine share close lower monday session lexu granito orient trimex orissa miner develop compani gujarat miner dvpt corpor stood among top gainer coal india nmdc ltd ashapura minechem kiocl micron moil pokarna aro granit industri madhav marbl granit among top loser day nse nifti index end point share bse sensex close point bajaj auto hdfc bank icici bank hdfc maruti suzuki bharti airtel kotak mahindra bank axi bank stood among top gainer nifti pack hand coal india bharat petroleum corpor tata steel sbi life hindalco industri tata motor apollo hospit enterpris tata consum product tech mahindra ntpc close red,negative
reutersnifti continu climb wall worri look final leg ralli head correct share price shriram transport financ compani ltd drop per cent rs pm ist wednesday trade counter hit high rs low rs far session stock close rs previou session counter total trade volum pm share far turnov rs crore bse stock trade price earn multipl price book ratio higher p e ratio show investor will pay higher price per rupe earn given stock better futur growth expect etmarket smart talk india invest landscap wider em despit premium valuat piyush sharma price book valu indic inher valu compani measur price investor readi pay even growth busi shriram transport financ compani ltd belong nbfc vehicl financ industri promotor fii hold promot held per cent stake compani mar foreign investor domest institut investor ownership stood per cent per cent respect key financi compani report consolid net sale rs crore quarter end mar per cent previou quarter rs crore per cent year ago quarter rs crore profit latest quarter stood rs crore per cent quarter year ag,negative
getti imagesnew delhi sugar share close lower friday session dharani sugar chemic eid parri dalmia bharat sugar industri dhampur sugar mill stood among top gainer shree renuka sugar magadhsugar rajshre sugar chemic bajajhind dcm shriram industri simbhaoli sugar uttam sugar mill triveni engin industri rana sugar sakthi sugar among top loser day nse nifti index end point share bse sensex close point hdfc life insur tata consum product kotak mahindra bank hdfc bank sun pharmaceut industri tata steel tata motor hdfc dr reddi laboratori ultratech cement stood among top gainer nifti pack hand axi bank coal india adani port special econom zone power grid corpor india bajaj auto oil natur ga corpor wipro britannia industri state bank india titan compani ltd close red,negative
shutterstock comrsi turn north level confirm bullish share piram enterpris ltd trade per cent lower wednesday session pm ist stock open rs touch intraday high low rs rs respect session far stock quot week high rs week low share chang hand counter far benchmark nifti point bse sensex trade point lower time write report etmarket smart talk srikanth subramanian decod factor could derail momentum st nifti pack stock trade day green red key financi quarter end dec compani report consolid sale rs crore per cent previou quarter rs crore per cent year ago quarter compani report net profit rs crore latest quarter promot hold promot held per cent stake compani mar fii held per cent mf per cent technic technic chart day move averag dma stock stood rs may dma rs stock trade dma dma usual mean immedi trend upward hand stock trade well dma dma consid bearish trend trade averag suggest stock go either way,negative
sensex tumbl pt weak global cue nifti trade knew delhi inflat data releas us overnight send domest indic tumbl thursday morn us cpi print eas per cent april per cent march still higher analyst estim per cent suggest inflat world largest economi may peak eas would slow process aggress fed stanc may continu econom read help dollar stay near two decad high hurt emerg market equiti bse sensex trade point per cent lower nifti trade point per cent midcap smallcap indic lost per cent neg base effect drag yoy core cpi per cent april per cent march howev firm monthli core cpi inflat suggest underli inflat trend remain high ad pressur fed hasten tighten nomura said note etmarket smart talk fund manag happi watch ralli adani stock sidelin among sensex stock mahindra mahindra fell per cent rs tata steel declin per cent rs bajaj financ fell per cent rs ultratech cement hdfc bank sun pharma indusind bank sensex stock declin per cent asian stock trade red msci index asia pacif share outsid japan declin per cent japan nikkei drop per cent hong kong hang seng declin per cent south korea kospi edg per cent lower dollar index measur greenback basket six major world currenc stood back home market also keenli await domest cpi figur schedul post market hour today nirmal bang institut equiti said cpi inflat like rise per cent april per cent march led higher price edibl oil fuel gradual pass rise input cost retail price well inflat servic sector support open economi provision data suggest foreign portfolio investor fpi net seller domest stock tune rs crore wednesday fpi outflow touch rs crore may rs crore far meanwhil larsen toubro tata motor siemen honeywel autom india tube invest india aditya birla capit poonawalla fincorp sheela foam gujarat state petronet credit access grameen apollo tyre brigad enterpris anupam rasayan rbl bank among compani announc march quarter earn today video sensex tumbl pt weak global cue nifti trade k,negative
getti imagesnew delhi fmcg stock trade lower monday euro india fresh food tasti bite eatabl emami heritag food futur consum bajaj consum hatsun agro product ltd dodla dairi zydu well hind food among top gainer mr bector food special nakoda group hindustan unilev jyothi lab prataap snack gillett india varun beverag nestl india dabur india britannia industri among top loser nse nifti index trade point share bse sensex point around grasim industri jsw steel apollo hospit enterpris icici bank cipla tata motor bharat petroleum corpor indusind bank adani port special econom zone ntpc among top gainer nifti pack hand infosi sbi life hcl technolog hindustan unilev larsen toubro wipro relianc industri britannia industri nestl india bajaj auto trade red,negative
getti imagesnifti move tight rang point end slightli psycholog crucial level share indraprastha ga ltd fell per cent rs monday trade ist even benchmark nifti rule point scrip close rs previou session stock quot week low rs high rs compani quot market cap rs crore bse bse share chang hand counter far prevail price stock trade time trail month ep rs per share time book valu return equiti roe stood rs etmarket smart talk india invest landscap wider em despit premium valuat piyush sharma key financi quarter end mar indraprastha ga ltd report consolid sale rs crore per cent quarter year ago compani report per cent yoy growth net profit rs crore latest quarter technic indic rel strength index rsi stock stood monday rsi oscil zero tradit consid overbought condit rsi valu oversold analyst say rsi indic seen isol may suffici take trade call way fundament analyst cannot give buy sell recommend use singl valuat rati,negative
istockleverag compani larg cash flow distant could disproportion impact relatedcan consolid market shake faith retail investor vanish valu trade put em risk fed rate hike shockretail investor face realiti check top q pick new delhi last coupl year regim record low interest rate massiv central bank liquid infus enabl equiti investor reap rich reward stock market combin global shock inflat front made necessari reserv bank india start revers ultra loos monetari polici far quicker pace earlier estim stock market begun feel pinch sinc rbi surpris polici rate hike last week bse sensex nifti lost per cent us fed also aggress hike rate navig current bout market volatil easi task turn interest rate cycl remov surplu liquid bank system caus sovereign bond yield shoot three year high theme repeatedli discuss market valuat equiti gener rule thumb higher risk free rate return higher discount rate get model dcf discount cash flow model base fair valu share determin independ market analyst ajay bodk told etmarket stori consolid market shake faith retail investor vanish valu trade put em risk fed rate hike shockretail investor face realiti check top q pick back recommend storiesi want see stori becausethey relev methey disrupt read flowotherssubmit yield govern bond repres risk free rate prevail economi far yield india year bond yield climb basi point market watcher expect much sharper rise come month rbi seen hike rate around basi point clear invers correl discount rate fair valu stock everyth els also concomit de rate valuat multipl ascrib market doubl whammi bodk said market analyst warn leverag compani larg cash flow distant could disproportion impact consequ call growth stock whose valuat factor cash flow well futur could take hit outperform last year growth stock could reach inflect point high dividend yield stock could return favour said secondli compani whose busi model base long term stori market ascrib valu base cash flow profit base high price estim sale metric like gross valu merchandis etc esoter metric get disproportion impact accord kotak institut equiti surg indian govern bond yield last week kept yield gap high level despit moder correct equiti market brokerag said valuat still high absolut basi growth qualiti larg cap mid cap stock start turn reason combin price time correct past month valuat quit reason financi valu stock kotak institut equiti said disclaim recommend suggest view opinion given expert repres view econom time,negative
getti imagesshar icici lombard gener insur compani ltd slip per cent rs friday trade hit high rs low rs session technic chart dma stock stood rs dma rs stock trade dma dma usual mean immedi trend upward hand stock trade dma dma consid bearish trend trade averag suggest stock go either way stock trade signal line momentum indic move averag converg diverg macd signal bullish bia counter macd known signal trend revers trade secur indic differ day day exponenti move averag nine day exponenti move averag call signal line plot top macd reflect buy sell opportun hand rel strength index rsi stock stand tradit stock consid overbought rsi valu oversold return equiti roe stock stood per cent return capit employ roce roce financi ratio determin compani profit effici capit use roe measur profit busi relat equit,negative
reutersstock focu ril tata motor infosi iifl secur apollo hospit punjab nation bank nbcc share shriram transport financ compani ltd trade per cent rs around pm ist thursday stock close rs previou session equiti benchmark sensex trade point lower around time scrip declin per cent last one year till date share index gain per cent period etmarket smart talk srikanth subramanian decod factor could derail momentum st stock week high price stood rs week low price rs trade volum counter stood share quot price earn ratio ep valu price book valu nifti pack stock trade green stock red promot fii hold promot held per cent stake compani mar fii mutual fund ownership stood per cent per cent respect key financi quarter end mar compani report consolid sale rs crore per cent previou quarter rs crore per cent year ago quarter rs crore compani report net profit rs crore latest quarter technic indic macd signal bearish bia counter macd known signal trend revers trade secur indic differ day day exponenti move averag nine day exponenti move averag call signal line plot top macd reflect buy sell opportun macd cross signal line give bearish signal indic price secur may see downward movement vice ver,negative
shutterstock comindia year bond yield jump per cent trade rang new delhi share avenu supermart ltd trade per cent monday trade pm ist around share chang hand counter stock open rs touch intraday high low rs rs respect session far stock avenu supermart ltd quot week high rs week low rs total market cap avenu supermart ltd stood rs crore time write report etmarket smart talk srikanth subramanian decod factor could derail momentum st key financi compani report consolid sale rs crore quarter end mar per cent previou quarter rs crore per cent year ago quarter rs crore net profit latest quarter stood rs crore per cent correspond quarter last year sharehold pattern mar domest institut investor held per cent stake compani foreign institut investor held per cent promot per cent valuat ratio accord bse data stock trade price earn multipl price book ratio higher p e ratio show investor will pay higher price better futur growth expect price book valu indic inher valu compani measur price investor readi pay even growth busi avenu supermart ltd belong supermarket industri,negative
getti imagesindia year bond yield rose per cent trade rang new delhi nifti auto index trade neg around ist wednesday weak market bosch per cent eicher motor per cent ashok leyland per cent mrf per cent among top gainer escort per cent balkrishna industri per cent tiindia per cent bajaj auto per cent sona blw precis forg per cent top loser index nifti auto index per cent time write report benchmark nse nifti index point bse sensex point among stock nifti index trade green red share vodafon idea tata power jp power adani power relianc power among trade share nse share lokesh machin eih associ swan energi nalwa son invst gang secur hit fresh week high today trade felix industri sp refractori ltd shaili engg pla hit fresh week low trade,negative
reutersnifti continu climb wall worri look final leg ralli head correct share apollo hospit enterpris ltd slip per cent rs monday trade hit high rs low rs session technic chart dma stock stood rs dma rs stock trade dma dma usual mean immedi trend upward hand stock trade dma dma consid bearish trend trade averag suggest stock go either way stock trade signal line momentum indic move averag converg diverg macd signal bullish bia counter macd known signal trend revers trade secur indic differ day day exponenti move averag nine day exponenti move averag call signal line plot top macd reflect buy sell opportun hand rel strength index rsi stock stand tradit stock consid overbought rsi valu oversold return equiti roe stock stood per cent return capit employ roce roce financi ratio determin compani profit effici capit use roe measur profit busi relat equit,negative
getti imagesshrik chouhan kotak secur said nifti top mark complet unexpect new delhi fertilis share close lower wednesday session agro pho madhya bharat agro product krishana g f c stood among top gainer southern petrochem industri nagarjuna fertil chem khaitan chemic fertil nation fertil madra fertliz rashtriya chemic fertil mangalor chemic fertil sikko industri zuariagro chambal fertilis chemic among top loser day nse nifti index end point share bse sensex close point oil natur ga corpor britannia industri power grid corpor india ntpc kotak mahindra bank stood among top gainer nifti pack hand apollo hospit enterpris adani port special econom zone hindalco industri bajaj financ bajaj finserv titan compani ltd shree cement indusind bank divi laboratori bajaj auto close red,negative
shutterstock comrsi turn north level confirm bullish share page industri ltd trade per cent lower thursday session pm ist stock open rs touch intraday high low rs rs respect session far stock quot week high rs week low share chang hand counter far benchmark nifti point bse sensex trade point higher time write report etmarket smart talk srikanth subramanian decod factor could derail momentum st nifti pack stock trade day green red key financi quarter end mar compani report consolid sale rs crore per cent previou quarter rs crore per cent year ago quarter compani report net profit rs crore latest quarter promot hold promot held per cent stake compani mar fii held per cent mf per cent technic technic chart day move averag dma stock stood rs june dma rs stock trade dma dma usual mean immedi trend upward hand stock trade well dma dma consid bearish trend trade averag suggest stock go either way,negative
thinkstock photosindian market close red tuesday third consecut day row p bse sensex fell point nifti close level sector sell pressur seen metal util power realti stock buy seen bank financ fmcg stock stock focu includ name like dixon technolog fell per cent gnfc rose per cent asian paint close per cent higher tuesday vijay dhanotiya lead technic research capitalvia global research recommend investor stock market resum trade today dixon technolog sell target rs stop loss rs stock given breakout head shoulder pattern format long term chart stock trade day exponenti move averag continu lose streak third straight session suggest downsid movement price expect find support near rs expect downward movement till level rs rs act crucial resist level upsid gnfc buy target rs stop loss rs share price gujarat narmada valley fertil chemic gnfc surg morn trade report quarterli number q march technic front stock form bullish continu flag pattern daili chart momentum oscil rsi head upward bullish stock asian paint buy target rs stop loss rs price surg morn trade broke six day lose trend tuesday ahead quarterli result compani report half percent year year growth consolid profit green candl follow two indecis candl near support level suggest upward movement price price sustain day exponenti move averag manag close target toward rs expect expect bull run toward rs rs level near term disclaim recommend suggest view opinion given expert repres view econom time,negative
getti imagesindia year bond yield rose per cent trade rang share lupin ltd trade per cent rs around ist monday stock close rs previou session equiti benchmark sensex trade point lower around time scrip declin per cent last one year till date share index gain per cent period etmarket smart talk srikanth subramanian decod factor could derail momentum st stock week high price stood rs week low price rs trade volum counter stood share quot price earn ratio ep valu price book valu nifti pack stock trade green stock red promot fii hold promot held per cent stake compani mar foreign institut investor mutual fund ownership stood per cent per cent respect key financi quarter end mar compani report consolid sale rs crore per cent previou quarter rs crore per cent year ago quarter rs crore compani report net loss rs crore latest quarter technic indic macd signal bullish bia counter macd known signal trend revers trade secur indic differ day day exponenti move averag nine day exponenti move averag call signal line plot top macd reflect buy sell opportun macd cross signal line give bearish signal indic price secur may see downward movement vice ver,negative
reutersanalyst believ deal blinkit delay zomato path profit thu hurt stock relatedzomato tumbl street cautiou blinkit buyoutclsa initi coverag campu activewear jp morgan overweight zomatowhi zomato rs crore blinkit deal sent share tumblingshar zomato slid second day per cent tuesday trade food deliveri giant agre acquir instant groceri startup blinkit rs crore stock deal analyst believ deal blinkit delay zomato path profit thu hurt stock given intens competit intens quick commerc space believ path profit zomato group post acquisit extend least year fy fy said swapnil potdukh analyst jm financi ad volatil market environ rel cheap valuat global peer investor focu profit name lock expiri pre ipo investor juli may limit near term upsid stock sharehold blinkit get per cent zomato rs per share transact impli per cent dilut zomato exist share capit valu enterpris valu revenu time may like valuat stori zomato tumbl street cautiou blinkit buyoutclsa initi coverag campu activewear jp morgan overweight zomatowhi zomato rs crore blinkit deal sent share tumbl back recommend storiesi want see stori becausethey relev methey disrupt read flowotherssubmit scrip trade rs per cent previou close rs stock hit day low rs monday slip per cent zomato cut blinkit valuat nearli half sinc turn e grocer unicorn million fund round co led tiger global last august zomato share list juli per cent time high rs hit novemb stock ralli much per cent issu price rs disclaim recommend suggest view opinion given expert repres view econom time,negative
