text,setiment
"AgenciesIndia 10-year bond yield rose 0.37 per cent to 6 after trading in 5.99-6.01 range.NEW DELHI: Vodafone Idea(number of shares traded: 1.85 crore), GTL Infra(number of shares traded: 1.11 crore), ARC Finance(number of shares traded: 0.91 crore), BCL Enterprises(number of shares traded: 0.78 crore), Cressanda Sol(number of shares traded: 0.66 crore), Bajaj Hindusthan Su(number of shares traded: 0.63 crore), Adani Power(number of shares traded: 0.54 crore), Future Consumer (number of shares traded: 0.50 crore), Suzlon Energy(number of shares traded: 0.38 crore) and YES Bank(number of shares traded: 0.34 crore) were among the most traded securities on the National Stock Exchange at 10:49AM in Wednesday's session. 

 The NSE Nifty index was trading 145.5 points down at 17055.3, while BSE Sensex was down 415.08 points at 56941.53 at the time of writing this report. 

 In the Nifty index, Reliance Industries Ltd.(up 1.41 per cent), Hero MotoCorp Ltd.(up 0.95 per cent), HDFC Bank Ltd.(up 0.11 per cent), Kotak Mahindra Bank Ltd.(up 0.03 per cent) and Housing Development Finance Corporation Ltd.(up 0.00 per cent) were among the top gainers. 

 While Bajaj Finance Ltd.(down 4.89 per cent), Hindalco Industries Ltd.(down 2.92 per cent), SBI Life Insurance Company Ltd.(down 2.82 per cent), Bajaj Finserv Ltd.(down 2.76 per cent) and Shree Cements Ltd.(down 2.28 per cent) were among the top losers in the index.",negative
"Shutterstock.comIndia 10-year bond yield fell 0.34 per cent to 6.13 after trading in 6.13-6.16 range.Shares of the Info Edge (India) Ltd. traded at Rs 4107.2 on BSE at 01:49PM (IST) on Thursday, down 2.78 per cent. The stock quoted a 52-week low price of Rs 4061.7 and a high of Rs 7462.95. 

 Earlier in the day, the stock saw a gap up opening. 

 At the prevailing price, the stock traded at 4.25 times its trailing 12-month EPS of Rs 965.05 per share and 10.07 times its book value, as per BSE data. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St
 A total of 15,379 shares changed hands on the counter till 01:49PM (IST). The stock commands a market value of Rs 52802.78 crore and is part of the Online Service/Marketplace industry. 

 The scrip has been an underperformer , down 15.71 per cent in the past one year in comparison with a 15.39 per cent gain in Sensex. 

 During the day, the stock moved between Rs 4322.0 and Rs 4061.7. 


 Promoter/FII Holding  Promoters held 38.17 per cent in the company as of 31-Mar-2022. FII and MF ownership in Info Edge (India) Ltd. stood at 33.99 per cent and 11.9 per cent, respectively.",negative
"AgenciesSebi on Friday barred six persons from the securities market for up to five years for front running the trades of India Infoline Group (IIFL Group). In the case, a dealer of India Infoline Group and his connected entities used ""mule"" accounts.

Sebi has barred Santosh Brijraj Singh and Adil Gulam Suthar from the market for five years while Virendra Pratap Singh, Neha Virendra Singh, Gulammohammed Gulamabbas Shaikh and Mohammedidrish A Shaikh have been restrained for two years.

Also, these persons have been restrained from holding the post of director, any managerial position or associating themselves in any capacity with any listed public company.

In addition, Sebi levied a penalty of Rs 10 lakh on Santosh Briraj Singh and Rs 8 lakh on Adil Gulam Suthar.

Sebi noted that these persons were front running the trades of six entities of IIFL Group, including IIFL Asset Management, also called Big 'Clients'.

The regulator found that Santosh Brijraj Singh and Adil Gulam Suthar with the help and cooperation of Virendra Pratap Singh, Neha Virendra Singh, Gulammohammed Gulamabbas Shaikh and Mohammedidrish A Shaikh employed a pre-determined scheme to front run the impending orders of the Big Clients. Pursuant to the scheme, they have front run the orders of the Big Clients on multiple occasions during the investigation period and have made considerable wrongful gains.

""Noticees No 5 and 6 (Santosh Brijraj Singh and Adil Gulam Suthar) who have opened, operated, managed and controlled the accounts of the Noticees No 1 to 4 (other four persons) and sometimes they used to get monetary assistance from Noticees No 5 and 6. It was also unearthed that Noticees No 1 to 4 were poor and not literate persons and were managing their lives with difficulties,"" Sebi said in an order.

Earlier in October 2020, the regulator, through an interim order, had barred these six individuals from the capital market till further directions.

The order came after the Securities and Exchange Board of India (Sebi) based on a surveillance alert, initiated a preliminary examination in the present matter against Virendra Pratap Singh and Neha Virendra Singh who were suspected to be front running the trades of India Infoline Asset Management Ltd.
T",negative
"Getty ImagesNifty moved in a tight range of 82 points, and ended slightly below the psychologically crucial level of 15,700. NEW DELHI: The Nifty Auto index closed on a negative note on Monday. 

 Shares of TIINDIA(up 4.18 per cent), Ashok Leyland(up 1.08 per cent) and Maruti Suzuki(up 0.1 per cent) ended the day as top gainers in the pack. 

 On the other hand, Balkrishna Industries(down 1.53 per cent), Hero MotoCorp(down 1.14 per cent), Sona BLW Precision Forgings(down 1.08 per cent), Bharat Forge(down 0.8 per cent) and Bajaj Auto(down 0.61 per cent) finished as the top losers of the day. 

 The Nifty Auto index closed 0.11 per cent down at 10882.1. 

 Benchmark NSE Nifty50 index ended down 109.4 points at 17674.95, while the BSE Sensex stood down 482.61 points at 58964.57. 

 Among the 50 stocks in the Nifty index, 19 ended in the green, while 30 closed in the red. 

 Shares of Vodafone Idea, YES Bank, Suzlon Energy, Shree Ren Sug and JP Power were among the most traded shares on the NSE. 

 Shares of Cool Caps Industries Ltd., Nagreeka Export, Dynacons Sys, Adani Green and Ester Ind hit their fresh 52-week highs in today's trade, while McDowell Hold, Veranda Learning Solutions Ltd., P E Analytics Ltd., Future Supply Chain and Asian Hotels(W)hit their fresh 52-week lows. 
",negative
"Shutterstock.comIndia 10-year bond yield fell 0.34 per cent to 6.13 after trading in 6.13-6.16 range.NEW DELHI: Shares of Adani Green Energy Ltd. traded 0.76 per cent down in Friday's trade at 11:16AM (IST). Around 37,453 shares changed hands on the counter. 

 The stock opened at Rs 1798.95 and touched an intraday high and low of Rs 1813.9 and Rs 1785.7, respectively, in the session so far. The stock of Adani Green Energy Ltd. quoted a 52-week high of Rs 3048.0 and a 52-week low of Rs 860.2. 

 Total market cap of the Adani Green Energy Ltd. stood at Rs 281835.37 crore at the time of writing this report. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St

 Key Financials
 The company reported consolidated sales of Rs 1587.0 crore for the quarter ended 31-Mar-2022, up 7.89 per cent from previous quarter's Rs 1471.0 crore and up 46.67 per cent from the year-ago quarter's Rs 1082.0 crore. 

 The net profit for latest quarter stood at Rs 121.0 crore, up 15.24 per cent from the corresponding quarter last year. 


 Shareholding pattern
 As of 31-Mar-2022, domestic institutional investors held 0.14 per cent stake in the firm, while foreign institutional investors held 16.53 per cent and the promoters 61.27 per cent. 



 Valuation ratio
 According to BSE data, the stock traded at a price-to-earnings multiple of 576.35 and a price-to-book ratio of 114.57. A higher P/E ratio shows investors are willing to pay a higher price because of better future growth expectations. Price-to-book value indicates the inherent value of a company and is the measure of the price that investors are ready to pay even for no growth in the business. 

 Adani Green Energy Ltd. belongs to the Power Generation - Solar industry.",negative
"Getty ImagesNifty moved in a tight range of 82 points, and ended slightly below the psychologically crucial level of 15,700. Shares of Page Industries Ltd. slipped 1.75 per cent to Rs 41055.15 in Thursday's trade as of 11:21AM (IST). The stock hit a high price of Rs 41726.1 and low of Rs 40981.0 during the session. 

 The return on equity (ROE) for the stock stood at 38.48 per cent. Traded volume on the counter stood at 11:21AM shares and turnover at Rs 0.49 crore around that time. The stock of Page Industries Ltd. quoted a 52-week high price of Rs 46705.0 and 52-week low prices of Rs 27800.0, respectively. 

 The stock's Beta value, which measures its volatility in relation to the broader market, stood at 0.87. 
ETMarkets Smart Talk: Why this fund manager is happy to watch rally in Adani stocks from sidelines

Promotor/FII Holding
 Promoters held 0.0 per cent stake in the company as of 31-Mar-2022, while FIIs held 25.21 per cent and domestic institutional investors had 12.94 per cent. 


Key Financials 
 The company reported consolidated sales of Rs 1196.94 crore for the quarter ended 31-Dec-2021, up 9.87 per cent from previous quarter's Rs 1089.37 crore and up 28.54 per cent from the year-ago quarter's Rs 931.21 crore. Net profit after tax for the latest quarter stood at Rs 174.57 crore, up 13.58 per cent from the same quarter a year ago. 


Technicals The MACD signalled a bearish bias on the counter. The MACD is known for signalling trend reversals in traded securities or indices. 
 It is the difference between the 26-day and 12-day exponential moving averages. A nine-day exponential moving average, called the signal line, is plotted on topof the MACD to reflect ""buy"" or ""sell"" opportunities. When the MACD crosses below the signal line, it gives a bearish signal, indicating that the price of the security may see a downward movement and vice versa.
",negative
"Shutterstock.comIndia 10-year bond yield fell 0.34 per cent to 6.13 after trading in 6.13-6.16 range.The share price of Ashok Leyland Ltd. gained 0.79 per cent to Rs 134.6 at 11:01AM (IST) in Wednesday's trade. The scrip has hit a high of Rs 135.5 and low of Rs 133.75 so far during the session. The stock had closed at Rs 133.55 in the previous session. 

 The counter has had a total traded volume of 245981 shares so far with a value of Rs 3.31 crore on the NSE. It traded at a price-to-earnings multiple of -112.8 and a price-to-book ratio of 4.71. 

 A higher P/E ratio shows investors are willing to pay a higher price for per rupee earnings given by the stock because of better future growth expectations. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St
 The price-to-book value indicates the inherent value of a company and reflects the price investors are willing to pay even for no growth in the business. 

 The scrip gained 4.42 per cent during the past one year, while the 30-share index advanced 0.2 per cent during the same period. 

 Ashok Leyland Ltd. belongs to the Auto - Cars/UV/CV industry. 


 Promotor/FII Holding
 Promoters held 0.0 per cent stake in the company as of 31-Mar-2022, while foreign investors and domestic institutional investors ownership stood at 13.34 per cent and 15.31 per cent, respectively. 


 Key Financials
 The company reported consolidated net sales of Rs 9957.95 crore for the quarter ended 31-Mar-2022, up 49.16 per cent from the previous quarter's Rs 6675.83 crore and up 21.78 per cent from the year-ago quarter's Rs 8176.73 crore. 

 Profit for the latest quarter stood at Rs 140.24 crore, down 60.22 per cent from the same quarter a year ago.",negative
"Expectation of stagflation have risen to 66% from 62%, the highest level since August 2008, it showed.Mumbai: Bank of America's April fund manager survey said global growth optimism is at an all-time low and financial market risks are near all- time highs on fear of 'fast and furious' Fed action.

According to the survey, fund managers expect '7.4 Fed rate hikes' in 2022, up from earlier expectation of '4.4 hikes' for the year in the previous month's survey.

""April fund manager survey is bearish as fear of fast & furious Fed sends global growth optimism to all-time low, keeps Wall St stability risks high; though not as bearish as war-shocked March fund manager survey,"" the bank said.

""Sentiment is poor; we remain in ""sell-the-rally"" camp as profit-policy set-up means Jan/Feb sell-off was appetizer not main course of '22,"" it said. Bank of America said its financial market stability risks index is currently at 6.4. ""Investors are seeing risk levels comparable to the Covid shock and global financial crisis. The high perceived risk to financial market stability points to a further decline in equity prices,"" said the brokerage.

Global recession remains the top tail risk for 26% of the fund managers, according to the survey, followed by hawkish central banks and inflation. Russia-Ukraine conflict has fallen to the fourth spot among tail risks. With the Ukraine war risk fears subsiding, cash levels have gone down to 5.5% from 5.9% in March, the survey showed.

The survey pointed out that the disconnect between global growth and equity allocation remains staggering. Though still at depressed levels, equities are nowhere near recessionary close-your-eyes-and-buy levels, it said.

The survey numbers pointed out that global growth expectations have deteriorated to -63% in March 2020, the weakest since March 2020.

The survey drew parallels to previous instances where expectations on profit have fallen to such low levels, which includes the collapse of Long Term Capital Management, burst of the Dotcom bubble, Lehman bankruptcy and Covid. 

Expectation of stagflation have risen to 66% from 62%, the highest level since August 2008, it showed. ",negative
"iStockTata Steel shares plunged 7 per cent, weighing heavily on the metal pack that tanked over 5 per cent, the most since September 2021.NEW DELHI: There was no relief for Dalal Street investors as domestic benchmark indices ended with cuts for a third consecutive session on Tuesday.

Though the market attempted to rebound from its recent broad sell-off, weakness in metal and realty counters dragged the indices lower towards the end of the session. 

Amid choppy trade, both Nifty and Sensex swung between gains and losses to finally settled in the red, with the 30-share pack falling 106 points to 54,365. NSE barometer Nifty, meanwhile, settled below the 16,250 mark.
ETMarkets Smart Talk: Why this fund manager is happy to watch rally in Adani stocks from sidelines
Market sentiment remains fragile amid concerns over inflation, economic growth and mixed-bag Q4 earnings.

The three-day market mayhem wiped out Rs 11.4 lakh crore from investors' wealth as the market capitalisation of BSE-listed companies fell to Rs 248.3 lakh crore.

""A weakening rupee despite forex swaps by the central bank failed to lift IT stocks. FMCG stocks saw investor interest as bulls attempted to halt the famous adage - Sell in May & Go Away. The index, in no way, represented the damage done today in the broader markets, with the advance-decline ratio describing the weak undertone,"" said S Ranganathan, Head of Research at LKP Securities.

Among bluechip names, Coal India, Tata Steel, ONGC, Sun Pharma, Hindalco, Titan, NTPC and JSW Steel were among the top losers, while HUL, Eicher Motors, Asian Paints, UltraTech Cement, Maruti and IndusInd Bank ended in the black.

Tata Steel shares plunged 7 per cent, weighing heavily on the metal pack that tanked over 5 per cent, the most since September 2021. Metal stocks are losing its shine as the sectorâ€™s outlook is turning negative due to persisting margin pressures, said Vinod Nair, Geojit Financial Services.

The broader indices underperformed their larger peers, with Nifty Midcap 100 and Nifty Smallcap 100 indices falling 1.87-2.24 per cent. Intellect Design Arena, NALCO, JSPL, Vedanta, Coforge, and NMDC were top midcap losers. The midcap index has lost 5 per cent in the last 3 sessions against a 3 per cent decline in benchmark index.

Ten out of the 15 sector gauges -- compiled by NSE-- settled in the red. Nifty Metal, Consumer Durables and Oil & Gas underperformed the index by falling as much as 5.20 per cent, 2.24 per cent and 2.29 per cent. 

The market breadth was skewed in favour of the bears. About 879 stocks advanced, 2,476 declined and 132 remained unchanged.

",negative
"Getty ImagesIndia 10-year bond yield declined 0.40 per cent to 5.98 after trading in 5.98 -6.04 range.Shares of SRF Ltd. traded 1.24 per cent down at Rs 2353.2 at 11:42AM (IST) on Tuesday, even as BSE benchmark Sensex dropped 712.58 points to 54962.74. 

 The stock had settled at Rs 2382.7 in the previous session. The stock quoted a 52-week high price of Rs 2773.0 and 52-week low of Rs 1314.2, respectively. As per BSE data, total traded volume on the counter till 11:42AM (IST) stood at 6255 shares with a turnover of Rs 1.47 crore. 

 At the prevailing price, shares of the company traded at 36.93 times its trailing 12-month earnings per share of Rs 63.72 per share and 9.3 times its price-to-book value, BSE data showed. 
ETMarkets Smart Talk: Indiaâ€™s investable landscape wider than other EMs despite premium valuations: Piyush Sharma
 A higher P/E ratio shows investors are willing to pay a higher share price today because of growth expectations in the future. 

 Price-to-book value indicates the inherent value of a company and reflects the price investors are ready to pay even for no growth in the business. The stock's Beta value, which measures its volatility in relation to the broader market, stood at 1.24. 


Shareholding Details 

 Promoters held 50.73 per cent stake in the company as of 31-Mar-2022, while FIIs owned 19.6 per cent and DIIs 8.53 per cent. 


Technicals
 On the technical charts, the relative strength index (RSI) of the stock stood at 48.09. The RSI oscillates between zero and 100. Traditionally, it is considered overbought condition when the RSI value is above 70 and oversold condition when it is below 30. Chartists say, RSI should not be seen in isolation, as it may not be sufficient to take a trading call, just the way fundamental analysts cannot give a'buy' or'sell' recommendation using a single valuation rati",negative
"Getty ImagesMACD is known for signaling trend reversals in traded securities or indices. It is the difference between the 26-day and 12-day exponential moving averages. NEW DELHI: The Nifty Bank index closed on a negative note on Tuesday. 

 Shares of Bank of Baroda(up 1.55 per cent), Axis Bank(up 0.82 per cent), Federal Bank(up 0.82 per cent), Punjab National Bank(up 0.68 per cent) and State Bank of India(up 0.66 per cent) ended the day as top gainers in the pack. 

 On the other hand, Bandhan Bank(down 2.57 per cent), Kotak Mahindra Bank(down 1.34 per cent), ICICI Bank(down 0.98 per cent), IndusInd Bank(down 0.84 per cent) and HDFC Bank(down 0.76 per cent) finished as the top losers of the day. 

 The Nifty Bank index closed 0.5 per cent down at 33642.45. 

 Benchmark NSE Nifty50 index ended up 18.15 points at 15850.2, while the BSE Sensex stood up 16.17 points at 53177.45. 

 Among the 50 stocks in the Nifty index, 31 ended in the green, while 19 closed in the red. 

 Shares of Zomato Ltd., Vodafone Idea, ONGC, Suzlon Energy and SAIL were among the most traded shares on the NSE. 

 Shares of De Nora India, Vadilal Ind, Axita Cotton, Maharashtra Seam. and Priti International hit their fresh 52-week highs in today's trade, while Electrotherm, Sona Hi Sona Jewell, Chambal Fertilisers, Vaxtex Cotfab and GTL Infra hit their fresh 52-week lows.",negative
"AgenciesIndia's total steel capacity is 149 million tonnes (including semifinished steel), while its local consumption is only 106 million tonnes. ETIntelligence Group: India's top steel companies are expected to take a hit on their profitability because of the increase in export duty. Domestic steel prices have fallen 8% since the duty was increased late last month and may correct further, say analysts, even though manufacturers had guided for a limited impact from the event.

In fact, since the beginning of the ongoing fiscal year on April 1, domestic steel prices have come down by 17%, and are now below their year-ago levels. However, raw material prices remain elevated, which would weigh on the performance of steelmakers such as Tata Steel, JSW Steel, Jindal Steel and SAIL.

Much of the fall in domestic prices is linked to the duty hike, as international steel prices (Chinese FOB prices) are down only 9% since April 1.

Steel prices are currently around â‚¹63,500 a tonne compared with â‚¹67,000 in June last year. During the same period, the prices of key raw materials, coking coal and iron ore increased by 140% and 49%, respectively. This could lead to a sharp reduction in profitability for the steel manufacturers in FY23.

Just to give a perspective, Ebitda/tonne for the March quarter for Tata Steel (India), JSW Steel, JSP and SAIL were lower by 30%, 48.5%, 47% and 55%, respectively, from their peak (in the quarter ended June 30, 2021). For Tata Steel, the impact was the least because it owns iron ore mines. The coming quarters could see a further deterioration in this performance, as analysts say the likely fall in exports due to the higher duty would not be offset by local consumption, as the domestic market cannot absorb the excess capacity created over the years.

Agencies
India's total steel capacity is 149 million tonnes (including semifinished steel), while its local consumption is only 106 million tonnes. The capacity has increased close to 7% over the past 15 years, while consumption has increased by a little over 5%. 

In FY22, India exported 13.5 MT (18.5 MT including semifinished steel). Out of this close to 10.5 MT were of flat, cold-rolled and other value-added products. Companies have said on record that they will continue to export these value-added products, at the cost of their profitability, as they cannot stop business with clients developed over the years. The remaining 3 MT (8.5 MT including semifinished steel) will be routed to the domestic market, which will lead to higher local supplies and thus lower realisations.

Earnings for steel companies are very sensitive to external factors. In the past, these companies have seen from going highly profitable to loss-making in less than a year.

Developments over the past few weeks have left some analysts downgrading earnings estimates of the sector. The estimated earnings for FY23 for the top four players are expected to be significantly lower - for some, less than half - compared with FY22. However, valuations remain on the higher side, so investors may be better off avoiding these stocks.",negative
"APWhile interest-rate hikes get all the press, an equally big problem for bulls is valuations, with years of price appreciation leaving equities and fixed-income at nosebleed altitudes relative to cash flows.The economic cycle is advancing to a point where valuations may finally matter again for stock and bond investors.

Fortress-like in their refusal to bend for the better part of a decade, both asset classes have come under pressure thanks to the ever-stiffening resolve of central banks to restore order to the global economy. 

The S&P 500 has dropped in five of the last six days while yields on 10-year Treasury notes is set to break a streak of seven straight increases.

While interest-rate hikes get all the press, an equally big problem for bulls is valuations, with years of price appreciation leaving equities and fixed-income at nosebleed altitudes relative to cash flows. 

A novel way of measuring the bloat was proffered in a note by JonesTrading, which added together the S&P 500â€™s earnings yield and the interest rate on 10-year Treasuries. Combined, the total yield -- what the firm called its â€œreverse Fed modelâ€ -- stands at 7.2% today, even with the runup in bond rates. Thatâ€™s lower than 93% of the time since data began in 1962. 

Worse, income from the assets is dwindling due to inflation. With consumer-price increases running at 8.5%, itâ€™s the first time in six decades that the combined asset yields have sat below the inflation rate.

Bloomberg
â€œHistorically, investors have been more diligent to reprice stocks and bonds to ensure there is reward for taking on the added risk,â€ Michael Oâ€™Rourke, chief market strategist at JonesTrading, said in an interview. â€œThe market believes the Fed will blink at the first sign of asset price weakness.â€

That two major financial assets are so richly priced conceivably creates trouble for investors who just endured their worst quarter in decades, going by the breadth of losses across markets. Stocks and bonds have fallen this year in a rare concerted selloff as the Federal Reserve turned hawkish, embarking on whatâ€™s expected to the most aggressive rate-hike cycle since 1994. 

At 4.4%, the S&P 500â€™s earnings yield -- the higher-is-cheaper reciprocal of the more widely followed price-earnings ratio -- sports one of the lowest readings in decades. The rate on 10-year Treasuries, despite reaching a three-year high of 2.78% Monday, offers less than half what it has done historically. 

Stocks look expensive as well based on other metrics. Roughly 17% of members in the Russell 3000 Index are trading at more than 10 times their revenues, a proportion that exceeded even the dot-com era, according data compiled by Strategas Securities.


Bloomberg
â€œWhile it is true that the share prices for many of the high flyers are down dramatically, there could be more room for them to decline,â€ said Ryan Grabinski, a strategist at Strategas. â€œOne has to wonder how much investors will be willing to pay for these speculative names when the cost of capital is no longer free. Not to mention many of these companies produce zero profits and more often than not, require additional capital to fund their businesses.â€ 

For his â€œreverse Fed model,â€ Oâ€™Rourke at JonesTrading adapted a framework that according to a July 1997 report by the central bank compares the relative value of stocks and bonds to identify a more attractive asset.

In the eyes of Oâ€™Rourke, both assets are priced as if they are in a bubble, inflated by an unprecedented period of Fed monetary support. To prove his point, he summed up the yields from Treasuries and stocks to show how little investors are getting nowadays relative to history.

T",negative
"Getty ImagesIndia 10-year bond yield rose 0.05 per cent to 6.03 after trading in 6.02-6.04 range.Shares of Federal Bank Ltd. slipped 1.7 per cent to Rs 98.3 in Tuesday's trade as of 12:48PM (IST). It hit a high of Rs 100.0 and low of Rs 97.85 during the session. 

 The stock quoted a 52-week high price of Rs 107.65 and a low of Rs 70.0. The return on equity for the stock stood at 10.08 per cent. About 214,264 shares have changed hands on the counter so far. 

 The stock's beta value, which measures its volatility in relation to the broader market, stood at 1.25. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St
 The scrip has been an outperformer, up 37.96 per cent in the past one year in comparison with a 19.03 per cent gain in Sensex. 


Technicals
 On the technical charts, the 200-day moving average (DMA) of the stock stood at Rs 70.0 on April 12, while the 50-DMA was at Rs 97.96. If a stock trades well above 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades well below 50-DMA and 200-DMA both, it is considered a bearish trend and if trades between these averages, then it suggests the stock can go either way. 


 Promoter/FII Holding 
 Promoters held 0.0 per cent stake in Federal Bank Ltd. as of 31-Dec-2021. Mutual funds and foreign institutional investors held 32.14 per cent and 24.89 per cent stake.",negative
"Getty ImagesIndia 10-year bond yield fell 0.41 per cent to 5.89 after trading in 5.87-5.91 rangeNEW DELHI: Fertilisers shares closed lower in the Tuesday's session. 

 Agro Phos(up 4.95%), Coromandel International(up 4.46%), Fertilizers & Chemicals Tranvancore(up 0.86%) and Rashtriya Chemicals & Fertilizers(up 0.50%) stood among the top gainers. 

 Khaitan Chemicals & Fertilizers(down 4.97%), Sikko Industries(down 4.83%), Mangalore Chemicals & Fertilizers(down 4.17%), KRISHANA(down 3.41%), Southern Petrochemicals Industries(down 3.16%), ZUARIAGRO(down 2.88%), Gujarat Narmada Valley Fertilizers (down 2.67%), G S F C(down 2.33%), Deepak Fertilizers & Petrochemicals(down 2.26%) and National Fertilizer(down 1.40%) were among the top losers of the day. 

 The NSE Nifty50 index ended 89.55 points down at 16125.15, while the 30-share BSE Sensex closed down 236.0 points at 54052.61. 

 Dr Reddys Laboratories(up 1.69%), Kotak Mahindra Bank(up 1.53%), HDFC(up 1.42%), HDFC Bank(up 1.15%), Nestle India(up 1.13%), Power Grid Corporation of India(up 1.07%), Tata Motors(up 1.02%), Mahindra & Mahindra(up 0.53%), Hero MotoCorp(up 0.47%) and Reliance Industries(up 0.34%) stood among the top gainers in the Nifty pack. 

 On the other hand, Divis Laboratories(down 6.06%), Tech Mahindra(down 3.9%), Grasim Industries(down 3.75%), Hindalco Industries(down 2.99%), Hindustan Unilever(down 2.95%), Oil & Natural Gas Corporation(down 2.87%), Asian Paints(down 2.75%), HCL Technologies(down 2.61%), Apollo Hospitals Enterprises(down 2.29%) and NTPC(down 2.16%) closed in the red. 

",negative
"ReutersUK shares fell to their lowest level in more than three weeks on Monday after data showed Britain's economy unexpectedly shrank in April, adding to worries about a slowdown in growth ahead of a Bank of England policy meeting this week.

 The blue-chip FTSE 100 index dipped 0.9% and the domestically-focussed mid-cap FTSE 250 index declined 1.3%, touching their lowest levels since May 19.

 Gross domestic product (GDP) contracted by 0.3% from March, while over the three months to April, GDP was up by 0.2%, slowing sharply from growth of 0.8% in the three months to March, official data showed.

 Economists polled by Reuters had on average forecast that the British economy would grow by 0.1% in April from March and by 0.4% in the February-April period.

 The Bank of England (BoE) is expected to raise interest rates by 25 basis points to 1.25% as it battles red-hot inflation. If the BoE opts for a bigger hike, it will stoke recession fears.

 Oil majors BP Plc and Shell Plc slipped 2% and 2.4% respectively, while industrial miners shed 1.5%, as commodity prices slid on concerns around demand due to a rise in China's COVID-19 cases and sluggish global economic growth. 

T",negative
"Shutterstock.comIndia 10-year bond yield jumped 0.38 per cent to 6.03 after trading in 6.01 - 6.04 range.Shares of the DLF Ltd. traded at Rs 315.45 on BSE at 01:19PM (IST) on Tuesday, down 0.83 per cent from previous close. 

 The stock quoted a 52-week low price of Rs 279.45 and a high of Rs 449.8. 

 Earlier, the stock saw a gap down opening in the morning. 
ETMarkets Smart Talk: Indiaâ€™s investable landscape wider than other EMs despite premium valuations: Piyush Sharma
 A total of 228,013 lakh shares changed hands on the counter till 01:19PM (IST). 

 The stock of DLF Ltd. commands a market value of Rs 78170.34 crore. 

 The stock traded at a price-to-earning (P/E) multiple of 52.08, while the price-to-book value ratio stood at 2.59. Return on equity (ROE) was at 4.12 per cent, according to exchange data. 

 In the BSE500 pack, 184 stocks traded in the green, while 317 stocks were in the red. 


 Promotor Holding
 Promoters held 74.95 per cent in the DLF Ltd. as of 31-Mar-2022 while overseas and domestic institutional investors owned 16.35 per cent and 3.14 per cent, respectivel",negative
"AgenciesMazhar Mohammad of Chartviewindia.in said technical indicators are turning mixed as the weekly MACD chart has generated a 'buy' signal, giving an edge to the bulls.Shares of Page Industries Ltd. traded at Rs 42950.0 on BSE at 11:36AM (IST) on Tuesday, up 1.59 per cent from previous close. 

 The stock quoted a 52-week low price of Rs 29130.4 and a high of Rs 46705.0. 

 Earlier, the stock saw a gap down opening in the morning. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St
 A total of 210 lakh shares changed hands on the counter till 11:36AM (IST). 

 The stock of Page Industries Ltd. commanded a market value of Rs 48006.72 crore, according to BSE. 

 The stock traded at a price-to-earning (P/E) multiple of 104.01, while the price-to-book value ratio stood at 38.24. Return on equity (ROE) was at 38.48 per cent, according to exchange data. 

 In the BSE500 pack, 183 stocks traded in the green, while 318 stocks were in the red. 

 The stock's beta value, which measures volatility in relation to the broader market, stood at 0.87. 


 Promotor/FII Holding
 Promoters held 0.0 per cent in Page Industries Ltd. as of 31-Mar-2022 while foreign and domestic institutional investors owned 25.21 per cent and 12.94 per cent, respectively. 


Moving averages The 200-DMA of the stock stood at 39193.06 on May 24, while the 50-DMA was at 43332.88. If a stock trades below 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades below 50-DMA and 200-DMA, it is considered as bearish trend and if trades between 50-DMA and 200-DMA, then it suggests the stock can go either wa",negative
"Shutterstock.comAgarwal said the global economy is showing clear signs of recovery. The second wave of Covid-19 is ebbing in India with total active cases at less than 20 per cent of May highs.Shares of the Avenue Supermarts Ltd. traded at Rs 3408.65 on BSE at 12:58PM (IST) on Friday, down 0.88 per cent. The stock quoted a 52-week low price of Rs 3185.1 and a high of Rs 5899.9. 

 Earlier in the day, the stock saw a gap up opening. 

 At the prevailing price, the stock traded at 148.5 times its trailing 12-month EPS of Rs 23.04 per share and 18.94 times its book value, as per BSE data. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St
 A total of 6,630 shares changed hands on the counter till 12:58PM (IST). The stock commands a market value of Rs 221639.35 crore and is part of the Supermarkets industry. 

 The scrip has been an outperformer , up 2.59 per cent in the past one year in comparison with a 0.38 per cent fall in Sensex. 

 During the day, the stock moved between Rs 3489.9 and Rs 3392.0. 


 Promoter/FII Holding  Promoters held 74.99 per cent in the company as of 31-Mar-2022. FII and MF ownership in Avenue Supermarts Ltd. stood at 8.83 per cent and 6.25 per cent, respectively.",negative
